time,voltage
2e-11,-0.0040000000000000036
4e-11,-0.0040000000000000036
6e-11,-0.0040000000000000036
8e-11,-0.0040000000000000036
9.999999999999999e-11,-0.0040000000000000036
1.2e-10,-0.0040000000000000036
1.4e-10,-0.0040000000000000036
1.6e-10,-0.0040000000000000036
1.8e-10,-0.0040000000000000036
2e-10,-0.0040000000000000036
2.2e-10,-0.0040000000000000036
2.4e-10,-0.0040000000000000036
2.6e-10,-0.0040000000000000036
2.7999999999999996e-10,-0.0040000000000000036
2.9999999999999995e-10,-0.0040000000000000036
3.2e-10,-0.0040000000000000036
3.3999999999999996e-10,-0.0040000000000000036
3.5999999999999995e-10,-0.0040000000000000036
3.8e-10,-0.0040000000000000036
3.9999999999999996e-10,-0.0040000000000000036
4.1999999999999995e-10,-0.0040000000000000036
4.4e-10,-0.0040000000000000036
4.5999999999999996e-10,-0.0040000000000000036
4.8e-10,-0.0040000000000000036
5e-10,-0.0040000000000000036
5.2e-10,-0.0040000000000000036
5.4e-10,-0.0040000000000000036
5.6e-10,-0.0040000000000000036
5.8e-10,-0.0040000000000000036
6e-10,-0.0040000000000000036
6.2e-10,-0.0040000000000000036
6.4e-10,-0.0040000000000000036
6.6e-10,-0.0040000000000000036
6.8e-10,-0.0040000000000000036
7e-10,-0.0040000000000000036
7.2e-10,-0.0040000000000000036
7.4e-10,-0.0040000000000000036
7.6e-10,-0.0040000000000000036
7.8e-10,-0.0040000000000000036
8e-10,-0.0040000000000000036
8.2e-10,-0.0040000000000000036
8.4e-10,-0.0040000000000000036
8.6e-10,-0.0040000000000000036
8.8e-10,-0.0040000000000000036
9e-10,-0.0040000000000000036
9.2e-10,-0.0040000000000000036
9.399999999999999e-10,-0.0040000000000000036
9.599999999999998e-10,-0.0040000000000000036
9.8e-10,-0.01200000000000001
9.999999999999999e-10,-0.01200000000000001
1.0199999999999998e-09,-0.01200000000000001
1.04e-09,-0.01200000000000001
1.0599999999999999e-09,-0.01200000000000001
1.0799999999999998e-09,-0.01200000000000001
1.1e-09,-0.01200000000000001
1.1199999999999999e-09,-0.01200000000000001
1.1399999999999998e-09,-0.01200000000000001
1.16e-09,-0.01200000000000001
1.1799999999999999e-09,-0.01200000000000001
1.1999999999999998e-09,-0.01200000000000001
1.22e-09,-0.01200000000000001
1.2399999999999999e-09,-0.01200000000000001
1.2599999999999998e-09,-0.01200000000000001
1.28e-09,-0.01200000000000001
1.2999999999999999e-09,-0.01200000000000001
1.3199999999999998e-09,-0.01200000000000001
1.34e-09,-0.01200000000000001
1.3599999999999999e-09,-0.01200000000000001
1.3799999999999998e-09,-0.01200000000000001
1.4e-09,-0.01200000000000001
1.4199999999999999e-09,-0.01200000000000001
1.4399999999999998e-09,-0.01200000000000001
1.46e-09,-0.01200000000000001
1.4799999999999999e-09,-0.01200000000000001
1.4999999999999998e-09,-0.01200000000000001
1.52e-09,-0.01200000000000001
1.5399999999999999e-09,-0.01200000000000001
1.5599999999999998e-09,-0.01200000000000001
1.58e-09,-0.01200000000000001
1.5999999999999999e-09,-0.01200000000000001
1.6199999999999998e-09,-0.01200000000000001
1.64e-09,-0.01200000000000001
1.6599999999999999e-09,-0.01200000000000001
1.6799999999999998e-09,-0.01200000000000001
1.7e-09,-0.01200000000000001
1.7199999999999999e-09,-0.01200000000000001
1.7399999999999998e-09,-0.01200000000000001
1.76e-09,-0.01200000000000001
1.7799999999999999e-09,-0.01200000000000001
1.7999999999999998e-09,-0.01200000000000001
1.82e-09,-0.01200000000000001
1.8399999999999998e-09,-0.01200000000000001
1.8599999999999998e-09,-0.01200000000000001
1.88e-09,-0.01200000000000001
1.8999999999999996e-09,-0.01200000000000001
1.92e-09,-0.01200000000000001
1.94e-09,-0.01200000000000001
1.96e-09,-0.01200000000000001
1.9799999999999998e-09,-0.01200000000000001
1.9999999999999997e-09,-0.01200000000000001
2.0199999999999996e-09,-0.01200000000000001
2.04e-09,-0.01200000000000001
2.06e-09,-0.01200000000000001
2.08e-09,-0.01200000000000001
2.0999999999999998e-09,-0.01200000000000001
2.1199999999999997e-09,-0.01200000000000001
2.1399999999999996e-09,-0.01200000000000001
2.16e-09,-0.01200000000000001
2.18e-09,-0.01200000000000001
2.2e-09,-0.01200000000000001
2.2199999999999998e-09,-0.01200000000000001
2.2399999999999997e-09,-0.01200000000000001
2.2599999999999996e-09,-0.01200000000000001
2.28e-09,-0.01200000000000001
2.3e-09,-0.01200000000000001
2.32e-09,-0.01200000000000001
2.3399999999999998e-09,-0.01200000000000001
2.3599999999999997e-09,-0.01200000000000001
2.3799999999999996e-09,-0.01200000000000001
2.4e-09,-0.01200000000000001
2.42e-09,-0.01200000000000001
2.44e-09,-0.01200000000000001
2.4599999999999998e-09,-0.01200000000000001
2.4799999999999997e-09,-0.01200000000000001
2.4999999999999996e-09,-0.01200000000000001
2.52e-09,-0.01200000000000001
2.54e-09,-0.01200000000000001
2.56e-09,-0.01200000000000001
2.5799999999999998e-09,-0.01200000000000001
2.5999999999999997e-09,-0.01200000000000001
2.6199999999999996e-09,-0.01200000000000001
2.6399999999999996e-09,-0.01200000000000001
2.66e-09,-0.01200000000000001
2.68e-09,-0.01200000000000001
2.6999999999999998e-09,-0.01200000000000001
2.7199999999999997e-09,-0.01200000000000001
2.7399999999999996e-09,-0.01200000000000001
2.7599999999999996e-09,-0.01200000000000001
2.78e-09,-0.01200000000000001
2.8e-09,-0.01200000000000001
2.8199999999999998e-09,-0.01200000000000001
2.8399999999999997e-09,-0.0040000000000000036
2.8599999999999996e-09,-0.0040000000000000036
2.8799999999999996e-09,-0.0040000000000000036
2.9e-09,-0.0040000000000000036
2.92e-09,-0.0040000000000000036
2.9399999999999998e-09,-0.0040000000000000036
2.9599999999999997e-09,-0.0040000000000000036
2.9799999999999996e-09,-0.0040000000000000036
2.9999999999999996e-09,-0.0040000000000000036
3.02e-09,-0.0040000000000000036
